adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,sold_price,living_to_land_ratio,area_per_room
"Fästanvägen 16, Kivik, Simrishamns",55.6812381863438,14.211866529413,93.0,3209.0,11.0,0,0,3.0,1929,79596,3900000,0.028980990962916797,31.0
"Sångargatan 4, Kristiansborg, Västerås",59.62243,16.5396461,205.0,789.0,140.0,0,0,7.0,1937,54830,6625000,0.2598225602027883,29.285714285714285
"Linderödsvägen 128-8, Tollarp, Kristianstads",55.93019,13.9491348,86.0,3410.0,0.0,0,0,5.0,1909,41533,1850000,0.025219941348973606,17.2
"Nybyvägen 35, None, Vännäs",63.8994093703251,19.7283657906496,126.0,1000.0,120.0,0,0,5.0,1960,36142,2150000,0.126,25.2
"Sandhagsvägen 10, Igelfors, Finspångs",58.84938099963996,15.693559130251035,85.0,1757.0,85.0,1,0,4.0,1963,37300,940000,0.048377916903813316,21.25
"Ekerödsvägen 243, None, Ängelholms",56.2862549,13.160037,96.0,6563.0,0.0,0,0,4.0,1914,32745,1350000,0.014627456955660522,24.0
"Smedvägen 8, Landvetter, Härryda",57.686554,12.2255583,122.0,1192.0,0.0,0,0,5.0,1914,44879,3700000,0.10234899328859061,24.4
"Hallonstigen 13, Svärtinge, Norrköpings",58.6540337,16.03507,129.0,3523.0,21.0,0,0,5.0,1991,28564,4200000,0.03661652001135396,25.8
"Malusgatan 1, Husie, Malmö",55.590992,13.0798159,175.0,626.0,110.0,0,0,7.0,1971,8369,5200000,0.2795527156549521,25.0
"Tulpangatan 33, Norra Gryta, Västerås",59.6496645273654,16.5478630721292,104.0,297.0,0.0,0,0,4.0,1991,45353,2875000,0.3501683501683502,26.0
"Trulsibrunnvägen 3, Höllviken, Vellinge",55.4136238,12.945632,213.0,1231.0,57.0,0,0,8.0,1968,59700,10350000,0.17303005686433795,26.625
"Jonas Jonssons väg 32, Hagälven, Hagfors",60.0156336638539,13.6768165752897,90.0,1252.0,90.0,0,0,3.0,1962,31360,575000,0.07188498402555911,30.0
"Lundby Tallbacken 1, None, Gnesta",59.0242233,17.2073326,153.0,1667.0,0.0,0,0,6.0,1984,31483,2500000,0.09178164367126575,25.5
"Ramsjö skogsväg 21, Järlåsa, Uppsala",59.8412361,17.2119045,96.0,992.0,0.0,0,0,4.0,1986,31904,1650000,0.0967741935483871,24.0
"Stenliden 12, Mölndal - Toltorpsdalen, Mölndals",57.6723671,11.9754887,181.0,1336.0,35.0,0,0,9.0,1921,67645,8000000,0.13547904191616766,20.11111111111111
"Noravägen 227, Bråten, Karlskoga",59.3664627,14.5727243,72.0,1244.0,57.0,0,0,3.0,1936,29890,875000,0.05787781350482315,24.0
"Skolgatan 50, Knislinge, Östra Göinge",56.1967773,14.080965,213.0,1152.0,21.0,0,0,7.0,1909,9800,1650000,0.18489583333333334,30.428571428571427
"Svärmarevägen 77, Fresta, Upplands Väsby",59.5115776,17.9579544,95.0,670.0,66.0,0,0,5.0,1976,29011,5000000,0.1417910447761194,19.0
"Sagers väg 18, Sjöryd, Mullsjö",57.9127579,13.8679781,91.0,516.0,0.0,0,0,4.0,1972,32235,1350000,0.17635658914728683,22.75
"Lettströms väg 17B, Gillbo, Sollentuna",59.47934,17.9021473,163.0,824.0,8.0,0,0,7.0,1998,46585,7685000,0.19781553398058252,23.285714285714285
"Björkängsgatan 17, Kinnarp, Falköpings",58.073307,13.51481,159.0,937.0,44.0,0,0,6.0,1975,58090,1650000,0.16969050160085378,26.5
"Storsvedvägen 8, Lottefors, Bollnäs",61.41537,16.408123,148.0,5040.0,14.0,0,0,6.0,1910,34450,950000,0.029365079365079365,24.666666666666668
"Jökelvägen 26, Vega, Haninge",59.18899,18.1338539,130.0,1233.0,68.0,0,0,4.0,1988,59121,6200000,0.10543390105433902,32.5
"Backsippevägen 7, Skogstorp, Falkenbergs",56.9075279,12.4409,124.0,876.0,40.0,0,0,5.0,1971,31420,2325000,0.1415525114155251,24.8
"Lars-Emils väg 56, Hällabrottet, Kumla",59.1175461,15.187377,119.0,606.0,35.0,0,0,5.0,1989,44656,2700000,0.19636963696369636,23.8
"Hammarvägen 3C, Mosås, Örebro",59.19645,15.1482964,123.0,900.0,0.0,0,0,5.0,1989,49600,3300000,0.13666666666666666,24.6
"Gisslarbo 60, Gisslarbo, Köpings",59.62829,15.8122349,268.0,4836.0,45.0,0,0,6.0,1929,40300,3100000,0.055417700578990904,44.666666666666664
"Havsuddsvägen 8, Svinninge, Österåkers",59.45005,18.2958031,234.0,3076.0,0.0,0,0,7.0,2016,42200,11825000,0.07607282184655396,33.42857142857143
"Malmavägen 4, Arentorp, Vara",58.2435498109051,12.8726168324893,115.0,625.0,0.0,0,0,4.0,1938,29351,625000,0.184,28.75
"Klockarevägen 6D, Södra Sandby, Lunds",55.72140131395904,13.336191097517396,111.0,655.0,32.0,1,0,4.0,1964,44400,2900000,0.16946564885496182,27.75
"Skogstorpsvägen 14, Hov, Växjö",56.9014359,14.8116617,108.0,823.0,105.0,0,0,4.0,1967,55380,2600000,0.13122721749696234,27.0
"Carl XI:s väg 11, Väster / Exercisfältet, Landskrona",55.8797369962561,12.8222104958775,179.0,702.0,84.0,0,0,7.0,1944,57400,3750000,0.254985754985755,25.571428571428573
"Allégatan 18, Södra Sandby, Lunds",55.71812351695989,13.347681915894055,114.0,771.0,112.0,1,0,4.0,1967,44500,4100000,0.14785992217898833,28.5
"Alstervägen 44A, Alsterbro, Nybro",56.9446559478834,15.9134493192059,297.0,2170.0,83.0,0,0,8.0,1909,68075,720000,0.13686635944700462,37.125
"Bollvägen 13, Gällstad, Ulricehamns",57.66697,13.42239,136.0,1374.0,91.0,0,0,6.0,1966,53067,1995000,0.09898107714701601,22.666666666666668
"Vegavägen 18A, Vega Söderhagen, Haninge",59.19297,18.1446056,208.0,855.0,30.0,0,0,8.0,1988,49970,5400000,0.2432748538011696,26.0
"Förläggarvägen 1, Tandsbyn, Östersunds",62.9997040345097,14.7452469205243,158.0,1402.0,0.0,0,0,5.0,1982,28810,1400000,0.11269614835948645,31.6
"Björklövsvägen 7, Älvängen, Ale",57.9611409233,12.1327280084,153.0,910.0,60.0,1,0,7.0,1976,29666,3755000,0.16813186813186815,21.857142857142858
"Vråkvägen 21, Centralt Sollefteå, Sollefteå",63.1515214079,17.2783045753,147.0,1016.0,42.0,0,0,6.0,1978,29039,750000,0.14468503937007873,24.5
"Sjöutsikten 13, Ekerö Sandudden, Ekerö",59.2735635096,17.7785979396,114.0,432.0,17.0,0,0,5.0,2002,55604,6100000,0.2638888888888889,22.8
"Röddingsvägen 237, Jävre, Piteå",65.170969577,21.4592245406,92.0,2009.0,0.0,0,0,3.0,1931,32065,960000,0.045793927327028375,30.666666666666668
"Ljunghedsvägen 11, Barnarp, Jönköpings",57.7052234933,14.1671206828,137.0,796.0,36.0,1,0,5.0,1987,17486,3700000,0.1721105527638191,27.4
"Bränntorpsvägen 29, Edsbro, Norrtälje",59.8570107264,18.4371260016,170.0,3797.0,130.0,1,0,5.0,1909,44200,3000000,0.04477218856992363,34.0
"Tornvägen 7, Vårsta, Botkyrka",59.1647560661,17.8000970413,85.0,1717.0,61.0,0,1,4.0,1947,40894,4100000,0.04950495049504951,21.25
"Hallstensgatan 13, Bratthammar, Göteborgs",57.6498844799,11.8861242424,129.0,1119.0,101.0,1,1,7.0,1976,43462,6650000,0.11528150134048257,18.428571428571427
"Venngarn 621, Sigtuna - Wenngarn, Sigtuna",59.647713978,17.7235309606,134.0,637.0,0.0,1,0,6.0,2015,47466,6225000,0.21036106750392464,22.333333333333332
"Lokegatan 6, Bromölla, Bromölla",56.0827375399,14.485318096,133.0,994.0,0.0,0,0,6.0,1976,62578,2375000,0.13380281690140844,22.166666666666668
"Månviolsgränd 1, Månbyn, Staffanstorps",55.6458155538,13.1967343619,155.0,483.0,6.0,1,0,5.0,1971,49668,2950000,0.32091097308488614,31.0
"Sofieberg 11, Bammarboda, Österåkers",59.511547,18.462496,122.0,2574.0,0.0,1,0,4.0,2000,42500,8600000,0.0473970473970474,30.5
"Näckrosvägen 98, Sturefors, Linköpings",58.3358284358,15.7240827073,146.0,407.0,0.0,0,0,5.0,1974,47374,3650000,0.35872235872235875,29.2
"Enebackevägen 12, Tröingeberg, Falkenbergs",56.9164772,12.53088,134.0,672.0,15.0,0,0,6.0,1989,53702,3400000,0.19940476190476192,22.333333333333332
"Bronsåldersvägen 11, Vagnhärad, Trosa",58.9429097991,17.4722016325,151.0,815.0,29.0,0,0,6.0,1972,38470,3300000,0.18527607361963191,25.166666666666668
"Thomas Thorilds väg 4, Slätten, Falkenbergs",56.89039,12.5318136,161.0,618.0,0.0,0,0,5.0,1978,46080,4200000,0.2605177993527508,32.2
"Bryggaregatan 22, Vansbro, Vansbro",60.5064540025,14.2266444245,98.0,898.0,8.0,0,0,3.0,1926,50107,775000,0.1091314031180401,32.666666666666664
"Igelösa 194, Lund, Lunds",55.7626953,13.2700109,130.0,2206.0,45.0,0,0,4.0,1909,47870,2150000,0.05893019038984588,32.5
"Travbanegatan 18, Sanden, Bodens",65.8163743027,21.700349005,117.0,683.0,72.0,0,0,6.0,1958,38799,1650000,0.17130307467057102,19.5
"Löpanäsvägen 82, Rottne, Växjö",57.0127240791,14.902878562,185.0,1152.0,35.0,1,1,6.0,1974,54144,2500000,0.1605902777777778,30.833333333333332
"Kvarnholsvägen 61B, Morkarlby, Mora",61.0009953917,14.5133108098,131.0,1097.0,0.0,1,0,4.0,2010,38706,4100000,0.11941659070191431,32.75
"Enningervägen 16B, Höör - Centralt, Höörs",55.9320564,13.5407991,150.0,911.0,64.0,0,0,7.0,1967,29747,2775000,0.16465422612513722,21.428571428571427
"Kruthusvägen 81, Norra Skogen, Karlsborgs",58.551324603,14.4837001085,114.0,631.0,0.0,0,0,4.0,1986,39022,2000000,0.18066561014263074,28.5
"Repslagarstigen 28 B, Marielund, Östersunds",63.1621115635,14.6666671994,150.0,429.0,75.0,1,1,6.0,1990,40421,3550000,0.34965034965034963,25.0
"Kvarngatan 21, Veka, Hjo",58.3080044971,14.2786648807,84.0,716.0,32.0,0,0,4.0,1962,26591,1575000,0.11731843575418995,21.0
"Bergavägen 29, Mörrum, Karlshamns",56.1957098864,14.7392855015,192.0,1290.0,102.0,1,1,9.0,1966,57867,2300000,0.14883720930232558,21.333333333333332
"Frostavägen 14, Eslöv Öster, Eslövs",55.8435682866,13.317862852,97.0,617.0,40.0,0,0,3.0,1966,37330,1850000,0.15721231766612642,32.333333333333336
"Hemvärnsgatan 7, Tyringe, Hässleholms",56.1642838455,13.5952799742,157.0,748.0,0.0,1,1,6.0,1976,46323,1150000,0.20989304812834225,26.166666666666668
"Björnmyravägen 1, Åkersberga, Österåkers",59.5491858139,18.4985995759,84.0,4455.0,0.0,0,0,4.0,1958,38105,2750000,0.018855218855218854,21.0
"Lundagårdsgatan 28B, Forshaga, Forshaga",59.51704365681088,13.47167768351233,79.0,470.0,0.0,1,0,3.0,1991,30387,1200000,0.16808510638297872,26.333333333333332
"Näsby 128, Almunge, Uppsala",59.92046594810972,18.12643792059159,220.0,5513.0,0.0,1,0,6.0,2019,22850,4610000,0.03990567748957011,36.666666666666664
"Klövervägen 5A, Hofterup, Kävlinge",55.79626458558144,12.987282760727355,198.0,1046.0,62.0,1,0,7.0,1978,50700,5110000,0.18929254302103252,28.285714285714285
"Lasshammar 215, Ödsmål, Stenungsunds",58.08836546889688,11.871282040653616,60.0,1057.0,0.0,0,0,3.0,1900,39274,2500000,0.05676442762535478,20.0
"Björkeröd 107, None, Eslövs",55.870398442054736,13.408040451044664,150.0,15981.0,0.0,0,0,4.0,1924,50752,5025000,0.009386146048432513,37.5
"Inägovägen 23, None, Borås",57.805545313473125,12.897590716632854,117.0,1359.0,0.0,0,0,5.0,1982,30409,2500000,0.08609271523178808,23.4
"Södergatan 8, Söder, Tranås",58.02129652387519,14.965211494111758,120.0,858.0,70.0,0,0,5.0,1951,51830,1625000,0.13986013986013987,24.0
"Storängsvägen 10, Flen, Flens",58.965782327781945,16.599287232436954,99.0,967.0,150.0,0,0,6.0,1976,40493,1000000,0.10237849017580145,16.5
"Berghällevägen 4, Sunningen, Uddevalla",58.3325012953,11.8345335147,172.0,1146.0,44.0,0,0,6.0,1962,38496,5700000,0.15008726003490402,28.666666666666668
"Blombackavägen 48, Filipstad, Filipstads",59.7017698107,14.1627254558,108.0,480.0,26.0,0,0,4.0,1947,45156,290000,0.225,27.0
"Malmkörarvägen 121, Vattholma, Uppsala",60.01694562779372,17.737980000706578,137.0,457.0,0.0,0,0,5.0,1976,39131,4450000,0.29978118161925604,27.4
"Krokforsvägen 6, Trångfors, Bodens",65.82027469089975,21.610690398835413,108.0,2603.0,106.0,0,0,3.0,1964,42183,1500000,0.041490587783326933,36.0
"Viktoriagatan 24, Örebro, Örebro",59.2829726664632,15.211505234034142,166.0,565.0,88.0,1,1,8.0,1932,35669,5300000,0.2938053097345133,20.75
"Prästgårdsvägen 10, Tärendö, Pajala",67.15867,22.6273937,90.0,821.0,90.0,0,0,4.0,1958,38583,400000,0.10962241169305725,22.5
"Slånbärsstigen 3, Röstånga, Svalövs",55.993470628429456,13.272908212459775,90.0,2026.0,0.0,0,0,4.0,1978,41200,1025000,0.044422507403751234,22.5
"Sunnanö 138, Sunnanö, Borlänge",60.47719,15.5887966,77.0,2065.0,0.0,0,0,3.0,2022,11860,2800000,0.03728813559322034,25.666666666666668
"Fröjel Frejs väg 24, Fröjel - Västra Gotland, Gotlands",57.31487,18.1691113,150.0,949.0,50.0,0,0,6.0,2005,21204,4650000,0.15806111696522657,25.0
"Sandplantörens väg 11, Trönninge, Halmstads",56.61887,12.933116,105.0,832.0,0.0,0,0,4.0,2005,62990,3125000,0.12620192307692307,26.25
"Källunge Skällhorns 163, Mellersta Gotland, Gotlands",57.63486,18.5944614,83.0,4136.0,82.0,0,0,4.0,1967,54374,1625000,0.02006769825918762,20.75
"Långavägen 25, Gislövs Läge, Trelleborgs",55.3568816412539,13.2356258218735,119.0,703.0,33.0,0,0,4.0,1968,45700,3100000,0.16927453769559034,29.75
"Kållandsö Traneberg Ekberg 1, Kållandsö, Lidköpings",58.64199,13.0928545,90.0,4934.0,60.0,0,0,6.0,2000,31378,2850000,0.018240778273206325,15.0
"Kanalvägen 16A, Töjnan, Sollentuna",59.4215622,17.9428711,96.0,1053.0,80.0,0,0,5.0,1957,49223,6500000,0.09116809116809117,19.2
"Tiarp Stugan 1, Tiarp, Falköpings",58.21309,13.7053728,77.0,1952.0,15.0,0,0,4.0,1909,36477,1100000,0.03944672131147541,19.25
"Bergmästargatan 1, Gylletäppan, Borlänge",60.4758072,15.4500065,77.0,867.0,28.0,0,0,4.0,1956,32387,2600000,0.08881199538638986,19.25
"Nybo 161, Kvibille/Slättåkra, Halmstads",56.819828,12.8811436,118.0,1204.0,15.0,0,0,3.0,1939,25086,1100000,0.09800664451827243,39.333333333333336
"Hangelösa Rangtorp 1, None, Götene",58.44904080296621,13.39157572201566,130.0,21405.0,0.0,0,0,7.0,1930,50600,1900000,0.006073347348750292,18.571428571428573
"Ardennervägen 14, Hästveda, Hässleholms",56.2862473,13.9483871,97.0,980.0,0.0,0,0,3.0,1982,34756,1300000,0.09897959183673469,32.333333333333336
"Snogeröd 630B, Snogeröd, Höörs",55.83359,13.4932947,174.0,5503.0,25.0,0,0,6.0,2019,19200,6000000,0.03161911684535708,29.0
"Sävgatan 5, Egna Hem, Ystads",55.4345665,13.8233757,128.0,542.0,64.0,0,0,5.0,1935,41642,6450000,0.23616236162361623,25.6
"Relingsvägen 8, Sätofta, Höörs",55.9066544,13.5578671,124.0,805.0,6.0,0,0,5.0,1985,32023,2500000,0.15403726708074533,24.8
"Furulundsvägen 2B, Östadkulle, Vårgårda",58.0201225,12.64644,120.0,408.0,0.0,0,0,5.0,1990,11985,1930000,0.29411764705882354,24.0
"Oppstuvägen 6, Stugun, Ragunda",63.1707222239337,15.5886567503655,144.0,1044.0,10.0,0,0,4.0,1973,34733,800000,0.13793103448275862,36.0
"Tullgrindsvägen 33, Hillevik, Gävle",60.8030739,17.2431049,91.0,796.0,56.0,0,0,5.0,1991,55450,2090000,0.114321608040201,18.2
"Gullrisvägen 12, Heden, Gällivare",67.13867,20.671587,91.0,267.0,12.0,0,0,5.0,1959,44586,2050000,0.3408239700374532,18.2
"Lindvägen 28, Norr, Växjö",56.89128,14.8219709,100.0,822.0,38.0,0,0,5.0,1957,38596,3075000,0.12165450121654502,20.0
"Odengatan 9, Nora, Nora",59.5248146,15.0409431,97.0,845.0,50.0,0,0,4.0,1950,51824,3000000,0.11479289940828402,24.25
"Villagatan 15, None, Mullsjö",57.91641,13.8646688,109.0,861.0,32.0,0,0,5.0,1971,20477,1700000,0.12659698025551683,21.8
"Kyrkvägen 33, Täby Kyrkby, Täby",59.49579,18.0574245,178.0,934.0,0.0,0,0,7.0,1984,41800,7400000,0.1905781584582441,25.428571428571427
"Sören Norrbys väg 18, None, Gotlands",57.7182236,18.7976189,103.0,975.0,102.0,0,0,4.0,1969,41548,1750000,0.10564102564102563,25.75
"Österhaningevägen 21, Haninge, Haninge",59.125711279476,18.1775712702816,122.0,4586.0,119.0,1,0,5.0,1956,44142,4510000,0.026602703881378108,24.4
"Jordflyvägen 7, Åled, Halmstads",56.7447929,12.9349556,130.0,1100.0,0.0,0,0,5.0,1976,55400,2750000,0.11818181818181818,26.0
"Söderåsvägen 47, Norrahammar, Jönköpings",57.68886,14.1008015,103.0,858.0,127.0,0,0,6.0,1971,50129,3200000,0.12004662004662005,17.166666666666668
"Smedbergsvägen 28, Lindome, Mölndals",57.5845528,12.0923138,123.0,1021.0,161.0,0,0,7.0,1967,41350,4775000,0.12047012732615084,17.571428571428573
"Magleby byaväg 58-0, Magleby, Åstorps",56.1072942781113,13.056177830062,52.0,1186.0,12.0,0,0,3.0,1930,14300,1340000,0.04384485666104553,17.333333333333332
"Landsvägsgatan 44, Sparreholm, Flens",59.0688248,16.8281364,59.0,1232.0,61.0,0,0,4.0,1940,45560,840000,0.04788961038961039,14.75
"Vildrosvägen 5, Östergården, Vetlanda",57.4987167116535,15.00978593486,113.0,991.0,146.0,0,0,8.0,1972,37800,950000,0.11402623612512613,14.125
"Östragårdsvägen 9, Åkarp, Burlövs",55.65266,13.1241531,135.0,616.0,0.0,0,0,4.0,1991,46250,3700000,0.21915584415584416,33.75
"Skräddargårdshöjd 37, Erikstorp, Bollebygds",57.6806145,12.5833054,210.0,1861.0,30.0,0,0,7.0,2006,63000,6000000,0.11284255776464266,30.0
"Kaggeholmsvägen 23, Ekerö Helgö, Ekerö",59.27788,17.7079086,103.0,2640.0,42.0,0,0,4.0,1949,46630,3850000,0.03901515151515152,25.75
"Lilla Mon Annagården 505, None, Nora",59.4723625,15.1303625,134.0,7326.0,0.0,0,0,4.0,1930,53594,1400000,0.018291018291018292,33.5
"Östersjövägen 321, Edenryd, Bromölla",56.0438675507,14.5127554109,200.0,1337.0,0.0,0,0,5.0,1929,59551,3500000,0.14958863126402394,40.0
"Brånåsvägen 13, Centrala Torsby, Torsby",60.1272137224,12.9989563788,132.0,1600.0,98.0,1,1,6.0,1945,70177,1245000,0.0825,22.0
"Dalavägen 11A, Gillbo, Sollentuna",59.4808731,17.8980484,177.0,903.7,20.0,0,0,6.0,1988,45845,8250000,0.1958614584486002,29.5
"Kryddhyllan 77, Angered - Gårdsten, Göteborgs",57.8047534136,12.0215958292,107.0,875.0,23.0,1,0,5.0,2016,37790,3650000,0.12228571428571429,21.4
"Lövakullsvägen 23, Össjö, Ängelholms",56.2316916875,13.0340876552,120.0,736.0,155.0,0,0,5.0,1980,68152,2395000,0.16304347826086957,24.0
"Svenskbyvägen 25, Sundby, Stockholms",59.3652649,17.9103,98.0,1862.0,47.0,0,0,4.0,1936,30900,7250000,0.05263157894736842,24.5
"Ekhöjden 2, None, Filipstads",59.8129197154,13.962196883,117.0,2066.0,0.0,1,1,4.0,1976,26064,660000,0.05663117134559535,29.25
"Vitsippstigen 2, Strömstad, Strömstads",58.94404,11.1750441,120.0,1091.0,60.0,0,0,4.0,1970,45608,3800000,0.10999083409715857,30.0
"Lindesnäsvägen 26, Lindesnäs, Karlskrona",56.1913749786,15.6111298567,228.0,550.0,110.0,1,1,8.0,1946,45161,5150000,0.41454545454545455,28.5
"Bollas väg 23, Mjölnartorpet, Karlstads",59.4055719745,13.5871160144,108.0,1032.0,0.0,1,0,5.0,1978,33433,2500000,0.10465116279069768,21.6
"Fågelsångsvägen 20, Åsljunga, Örkelljunga",56.3104980416,13.3558263647,112.0,913.0,0.0,1,0,4.0,1986,40948,1200000,0.12267250821467689,28.0
"Snäppvägen 30, Bålsta - Västerängen, Håbo",59.5699675992,17.5188068247,93.0,247.0,0.0,1,0,4.0,1970,39535,2900000,0.3765182186234818,23.25
"Källom 264, SIDENSJÖ, Örnsköldsviks",63.3321994713,18.1048363686,100.0,3000.0,70.0,0,0,5.0,1939,41200,350000,0.03333333333333333,20.0
"Tjustorpsvägen 285, Svedala, Svedala",55.57076,13.1539192,100.0,1270.0,0.0,0,0,6.0,1909,33757,3625000,0.07874015748031496,16.666666666666668
"Allégatan 13, Perstorp, Perstorps",56.1398348321,13.3950751677,135.0,1125.0,86.0,1,1,5.0,1936,31100,650000,0.12,27.0
"Östra Landisvägen 56, Hökåsen, Västerås",59.6629076899,16.5934540382,132.0,1014.0,132.0,0,0,6.0,1960,46977,3995000,0.1301775147928994,22.0
"Brattmon 56, Sysslebäck, Torsby",60.7584888161,12.7696576173,100.0,1870.0,5.0,1,0,4.0,1904,9801,345000,0.053475935828877004,25.0
"Ringvägen 18, None, Kungsörs",59.4217779179,16.0891139328,206.0,1013.0,103.0,0,0,9.0,1962,41500,2500000,0.2033563672260612,22.88888888888889
"Ausåsvägen 181, None, Ängelholms",56.16952802160626,12.875774667875124,135.0,2170.0,90.0,0,0,4.0,1945,48796,1965000,0.06221198156682028,33.75
"Hälle 123, Ödsmål, Stenungsunds",58.093792361044486,11.899503229692996,64.0,3460.0,0.0,0,0,3.0,1965,35407,2500000,0.018497109826589597,21.333333333333332
"Fagered Backen 205, Ullared, Falkenbergs",57.20788815608381,12.748772023282273,136.0,3063.0,95.0,1,0,6.0,1957,33121,860000,0.04440091413646752,22.666666666666668
"Bråtorp Sjöglimten 15, Strängnäs, Strängnäs",59.31129547868449,17.040489651215818,160.0,2212.0,0.0,1,0,6.0,1986,58006,4250000,0.07233273056057866,26.666666666666668
"Masugnsvägen 25, Valbo, Gävle",60.6349844424682,16.99857612312041,124.0,2489.0,44.0,1,0,5.0,1985,34100,3400000,0.04981920449979912,24.8
"Resteröd 241, Ljungskile, Uddevalla",58.25869333197458,11.86673527270461,170.0,2025.0,0.0,1,0,4.0,1963,73082,3000000,0.08395061728395062,42.5
"Södra Banvägen 6, Valencia, Falkenbergs",56.90496608270968,12.47806812161859,90.0,829.0,70.0,0,0,5.0,1923,59676,4000000,0.10856453558504221,18.0
"Hökåsvägen 47, Hökåsen, Västerås",59.66036556383021,16.595628061494217,80.0,1190.0,80.0,0,0,6.0,1962,38299,2600000,0.06722689075630252,13.333333333333334
"Hov Asplunden 1, Nederby/Östhorja, Värnamo",57.22210281568466,14.103508440429254,158.0,3197.0,0.0,0,0,6.0,2007,32884,3300000,0.04942133249921802,26.333333333333332
"Värendsgatan 12, Åseda, Uppvidinge",57.16326920073571,15.343335023652449,104.0,1018.0,104.0,0,0,4.0,1964,34699,850000,0.10216110019646366,26.0
"Irisvägen 1, Kristianstad - Hammar, Kristianstads",56.03243347812657,14.195996856907325,137.0,986.0,0.0,1,1,5.0,1975,20039,2300000,0.1389452332657201,27.4
"Videstigen 16, Djurmo, Gagnefs",60.54940822322489,15.18915149428118,109.0,815.0,109.0,1,0,4.0,1975,29084,1700000,0.13374233128834356,27.25
"Tullnäsvägen 142, Tullnäs, Piteå",65.41610901983468,21.47225141117428,172.0,1786.0,6.0,0,0,7.0,1984,43100,3000000,0.09630459126539753,24.571428571428573
"Solklintsvägen 7, Eksjö, Eksjö",57.65412903256505,14.960938745126104,104.0,1008.0,104.0,0,0,6.0,1970,44516,1950000,0.10317460317460317,17.333333333333332
"Bäckheden 44, None, Hagfors",60.1108146311,13.568396022,72.0,1034.0,72.0,0,0,2.0,1960,33700,530000,0.06963249516441006,36.0
"Önnemovägen 16, Pershagen, Södertälje",59.151592,17.65865,140.0,1148.0,58.0,0,0,6.0,1977,31500,4600000,0.12195121951219512,23.333333333333332
"Strandängsvägen 16, Närsbo, Alingsås",57.85005493574388,12.621242059928813,120.0,1484.0,0.0,1,0,4.0,1976,13880,2750000,0.08086253369272237,30.0
